Dataset,Model,class_ent,eq_num_attr,gravity,inst_to_attr,nr_attr,nr_bin,nr_class,nr_cor_attr,nr_inst,nr_norm,nr_outliers,ns_ratio,Processing Units Number,Training Operations,Prediction Operations,Active Regularization Mechanisms,Robust to Outliers,MCC
ASNM-CDX-2009,KNN,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,9.187992508312275,15.450697890224872,15.450697890224872,0,0,0.0
ASNM-CDX-2009,LDA,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,12.892655830127474,22.240795125738774,6.790097235513905,1,0,0.0921430016204374
ASNM-CDX-2009,LR,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,7.484368643286131,15.450697890224872,6.790097235513905,1,0,0.0798867398887491
ASNM-CDX-2009,LightGBM_ExtraTrees,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,10.138559674715612,22.581185082569235,6.907755278982137,0,2,0.6921468204453818
ASNM-CDX-2009,LightGBM_RF,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,11.237171963383721,23.679797371237346,8.006367567650246,0,2,0.698253026677302
ASNM-CDX-2009,LinearSVC,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,7.484368643286131,15.450697890224872,6.790097235513905,1,0,0.1055096350755383
ASNM-CDX-2009,MLP,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,4.605170185988092,13.265770840699059,4.605170185988092,1,0,0.0304720108765239
ASNM-CDX-2009,PassiveAggressive,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,7.484368643286131,15.450697890224872,6.790097235513905,1,1,0.0624215416478806
ASNM-CDX-2009,Perceptron,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,7.484368643286131,15.450697890224872,6.790097235513905,0,1,0.0400445065907514
ASNM-CDX-2009,QDA,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,13.583563368093914,22.240795125738774,13.58019447102781,1,0,0.0052242109184989
ASNM-CDX-2009,Ridge,0.0645960196718355,8.569846299866542,69479128195.3121,6.491563554555681,889,101,2,0.0665617811287102,5771,32.0,835,285.0146348038438,7.484368643286131,22.240795125738774,6.790097235513905,1,0,0.5855920850569093
